id,label,source,text,pattern_tags,notes
S00898,scam,honeypot,Your UPI refund of INR 12345 is pending. Enter OTP 995441 to confirm refund: http://secure-pay.in/oukxiq,phishing_link|refund_scam|otp_request,
S00266,scam,news_sample,Your payment failed. Retry here: http://refund-now.in/em1mpu and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00079,legit,merchant_txn,Your a/c ending XXXX8315 is debited by INR 50 on 22/6/2025. Avl bal: INR 73691.,txn|balance,
S00912,scam,news_sample,Pay INR 999 as token to release your prize. Pay here: http://refund-now.in/akj2co,phishing_link|refund_scam,
L00033,legit,merchant_txn,Payment of INR 199 to PaytmMall using UPI was successful. Txn ID: 4D145BM1EN.,reference,
S00538,scam,crowd_report,This is Admin from BookMyShow. Send me the OTP you received to approve payment.,,
S00034,scam,crowd_report,Your UPI refund of INR 5000 is pending. Enter OTP 828109 to confirm refund: http://tinyurl.com/onewah,phishing_link|refund_scam|otp_request,
S00563,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00352,legit,merchant_txn,Your ECS mandate for INR 250 with BookMyShow is registered. Mandate ID: M1TRPUYD6I.,,
L00164,legit,govt_service,"Dear Customer, your bill of INR 5000 for Gas is due on 13/11/2025. Pay at: http://bit.ly/guunuz",,
L00204,legit,bank_dlt_template,Your account XXXX1917 has been credited with INR 12345 by NEFT. Ref: XNMJ5IAN8N.,txn|reference,
S00054,scam,crowd_report,Your UPI refund of INR 12345 is pending. Enter OTP 165558 to confirm refund: http://tinyurl.com/4gwo4m,phishing_link|refund_scam|otp_request,
S00365,scam,honeypot,Your payment failed. Retry here: http://refund-now.in/qjm1d1 and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
S00967,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00496,legit,merchant_txn,"Dear Customer, your bill of INR 50 for Mobile is due on 9/6/2025. Pay at: http://refund-now.in/tejocs",reference,
S00625,scam,honeypot,Someone sent you INR 499. Accept collect request at id14@upi to receive funds.,collect_request,
S00966,scam,crowd_report,Install this app http://example.com/p5pg15 to get a refund from SBI.,phishing_link|refund_scam,
S00963,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00611,legit,merchant_txn,You have received INR 50 from Asha into your UPI ID id72@upi.,,
L00433,legit,bank_dlt_template,You have received INR 5000 from Rahul into your UPI ID refund72@upi.,reference,
S00492,scam,news_sample,Someone sent you INR 100. Accept collect request at refund60@upi to receive funds.,refund_scam|collect_request,
L00219,legit,govt_service,Your OTP for transaction of INR 100 at BigBasket is 108890. Do not share it with anyone.,otp,
S00931,scam,synthetic,Install this app http://tinyurl.com/beajei to get a refund from BigBasket.,phishing_link|refund_scam,
S00466,scam,synthetic,Your payment failed. Retry here: http://tinyurl.com/s4kcga and enter the OTP to complete.,phishing_link,
L00631,legit,govt_service,Your KYC for Internet is completed successfully.,,
S00382,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00302,scam,synthetic,Someone sent you INR 999. Accept collect request at pay43@upi to receive funds.,collect_request,
L00060,legit,merchant_txn,Your a/c ending XXXX2757 is debited by INR 1500 on 16/9/2025. Avl bal: INR 67052.,txn|balance,
L00299,legit,payment_app,Txn of INR 250 to Ramesh is successful. Ref: 77TNQETMNI.,reference,
S00711,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00074,legit,govt_service,"Alert: A login to your netbanking from new device on 11/4/2025. If not you, call +916772220581.",,
L00163,legit,merchant_txn,"Alert: A login to your netbanking from new device on 22/5/2025. If not you, call +912000140652.",,
S00275,scam,synthetic,Your payment failed. Retry here: http://tinyurl.com/wj3xc5 and enter the OTP to complete.,phishing_link,
S00594,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00434,scam,honeypot,Your UPI refund of INR 100 is pending. Enter OTP 553162 to confirm refund: http://secure-pay.in/aupiea,phishing_link|refund_scam|otp_request,
S00613,scam,news_sample,This is Support from BigBasket. Send me the OTP you received to approve payment.,,
L00592,legit,bank_dlt_template,Your ECS mandate for INR 1500 with Zomato is registered. Mandate ID: N22Y4LGQTC.,,
L00317,legit,payment_app,Your KYC for Mobile is completed successfully.,,
L00046,legit,merchant_txn,"Dear Customer, your bill of INR 199 for Internet is due on 21/6/2025. Pay at: http://tinyurl.com/4po5lw",,
S00720,scam,crowd_report,Someone sent you INR 199. Accept collect request at pay12@upi to receive funds.,collect_request,
S00832,scam,honeypot,Your payment failed. Retry here: http://refund-now.in/gkphg1 and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00428,legit,bank_dlt_template,You have received INR 499 from Priya into your UPI ID id29@upi.,,
L00582,legit,payment_app,"Alert: A login to your netbanking from new device on 11/12/2025. If not you, call +913455838172.",,
L00077,legit,payment_app,Your KYC for Electricity is completed successfully.,,
S00917,scam,crowd_report,This is Admin from Flipkart. Send me the OTP you received to approve payment.,,
S00415,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00781,legit,payment_app,"Dear Customer, your bill of INR 250 for Mobile is due on 6/3/2025. Pay at: http://bit.ly/tpkv5z",,
S00920,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00174,scam,synthetic,Congrats! You've won cashback INR 12345. Click http://tinyurl.com/trhztx to claim now.,phishing_link,
S00320,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00938,legit,payment_app,Your ECS mandate for INR 199 with Axis Bank is registered. Mandate ID: RUY5R8T945.,,
L00031,legit,govt_service,Your KYC for Electricity is completed successfully.,,
S00092,scam,crowd_report,Your payment failed. Retry here: http://bit.ly/5sv1uq and enter the OTP to complete.,phishing_link,
S00616,scam,synthetic,Bank blocked your account. Call immediate on +910298327168 and share OTP to reactivate.,,
S00230,scam,honeypot,Someone sent you INR 499. Accept collect request at refund58@upi to receive funds.,refund_scam|collect_request,
L00975,legit,payment_app,Your OTP for transaction of INR 100 at Flipkart is 552807. Do not share it with anyone.,otp,
S00085,scam,honeypot,Someone sent you INR 250. Accept collect request at collect93@upi to receive funds.,collect_request,
L00515,legit,payment_app,Your OTP for transaction of INR 12345 at Axis Bank is 113052. Do not share it with anyone.,otp,
S00551,scam,crowd_report,Install this app http://bit.ly/acopm4 to get a refund from BookMyShow.,phishing_link|refund_scam,
S00568,scam,crowd_report,Pay INR 100 as token to release your prize. Pay here: http://refund-now.in/knwu12,phishing_link|refund_scam,
S00811,scam,news_sample,This is CustomerCare from Zomato. Send me the OTP you received to approve payment.,,
S00574,scam,synthetic,Your payment failed. Retry here: http://secure-pay.in/mzthpp and enter the OTP to complete.,phishing_link,
L00045,legit,payment_app,Your ECS mandate for INR 250 with BigBasket is registered. Mandate ID: X6DUT076G5.,,
S00687,scam,news_sample,Someone sent you INR 5000. Accept collect request at collect20@upi to receive funds.,collect_request,
L00169,legit,payment_app,"Dear Customer, your bill of INR 1500 for Electricity is due on 13/4/2025. Pay at: http://refund-now.in/i0jnqx",reference,
L00304,legit,payment_app,"Dear Customer, your bill of INR 5000 for Gas is due on 12/12/2025. Pay at: http://secure-pay.in/omlkmx",,
L00991,legit,bank_dlt_template,Your OTP for transaction of INR 1500 at BookMyShow is 210268. Do not share it with anyone.,otp,
L00556,legit,govt_service,Payment of INR 50 to BookMyShow using UPI was successful. Txn ID: 877FXV7A7K.,reference,
S00925,scam,synthetic,Your payment failed. Retry here: http://refund-now.in/2vgabf and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00608,legit,merchant_txn,You have received INR 1500 from Asha into your UPI ID pay70@upi.,,
S00619,scam,news_sample,This is Support from Zomato. Send me the OTP you received to approve payment.,,
L00758,legit,govt_service,Your ECS mandate for INR 499 with PaytmMall is registered. Mandate ID: SXL8NV9UZI.,,
L00439,legit,payment_app,Your ECS mandate for INR 499 with Amazon is registered. Mandate ID: GBHLFT2NBF.,,
L00583,legit,merchant_txn,Your ECS mandate for INR 1500 with ICICI is registered. Mandate ID: SIBXQNQ76K.,,
S00519,scam,crowd_report,Pay INR 50 as token to release your prize. Pay here: http://example.com/yiehji,phishing_link,
L00528,legit,govt_service,"Dear Customer, your bill of INR 5000 for Electricity is due on 28/3/2025. Pay at: http://tinyurl.com/z0gnrn",,
L00343,legit,govt_service,Your KYC for Electricity is completed successfully.,,
S00737,scam,news_sample,Install this app http://example.com/oucxhh to get a refund from BookMyShow.,phishing_link|refund_scam,
L00368,legit,merchant_txn,You have received INR 12345 from Vijay into your UPI ID collect87@upi.,,
L00186,legit,merchant_txn,Your account XXXX9391 has been credited with INR 50 by NEFT. Ref: H6NHKSQNAL.,txn|reference,
S00117,scam,crowd_report,Your UPI refund of INR 1500 is pending. Enter OTP 545814 to confirm refund: http://bit.ly/njvmxq,phishing_link|refund_scam|otp_request,
S00755,scam,honeypot,Bank blocked your account. Call immediate on +918536727531 and share OTP to reactivate.,,
S00426,scam,synthetic,Congrats! You've won cashback INR 12345. Click http://refund-now.in/tgmmbp to claim now.,phishing_link|refund_scam,
L00301,legit,govt_service,Txn of INR 50 to Ramesh is successful. Ref: 993N4BFIY5.,reference,
S00904,scam,crowd_report,This is Support from Flipkart. Send me the OTP you received to approve payment.,,
L00833,legit,govt_service,Txn of INR 100 to Ramesh is successful. Ref: EOXIRI47C9.,reference,
L00544,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 7/12/2025. If not you, call +911820385113.",,
S00601,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00351,legit,bank_dlt_template,"Dear Customer, your bill of INR 499 for Internet is due on 16/9/2025. Pay at: http://refund-now.in/gm0tsd",reference,
S00933,scam,crowd_report,This is Support from Zomato. Send me the OTP you received to approve payment.,,
S00511,scam,honeypot,Rs 1500 credited. Please refund INR 275 to confirm identity: http://secure-pay.in/zqryoz,phishing_link|refund_scam,
L00979,legit,govt_service,Your OTP for transaction of INR 5000 at SBI is 846259. Do not share it with anyone.,otp,
L00176,legit,payment_app,Your ECS mandate for INR 12345 with Amazon is registered. Mandate ID: T63QE8NVN4.,,
L00483,legit,bank_dlt_template,Your KYC for Electricity is completed successfully.,,
S00413,scam,synthetic,Install this app http://tinyurl.com/1uf4h0 to get a refund from Flipkart.,phishing_link|refund_scam,
S00611,scam,crowd_report,Congrats! You've won cashback INR 12345. Click http://refund-now.in/d14y3y to claim now.,phishing_link|refund_scam,
L00124,legit,govt_service,Your OTP for transaction of INR 1500 at Amazon is 621199. Do not share it with anyone.,otp,
L00600,legit,merchant_txn,Your a/c ending XXXX0807 is debited by INR 199 on 10/5/2025. Avl bal: INR 22145.,txn|balance,
S00795,scam,crowd_report,Someone sent you INR 50. Accept collect request at id39@upi to receive funds.,collect_request,
S00746,scam,synthetic,Bank blocked your account. Call immediate on +912564760168 and share OTP to reactivate.,,
S00379,scam,news_sample,Rs 250 credited. Please refund INR 1734 to confirm identity: http://secure-pay.in/j23usj,phishing_link|refund_scam,
S00186,scam,synthetic,Your payment failed. Retry here: http://tinyurl.com/fdmnrt and enter the OTP to complete.,phishing_link,
L00486,legit,payment_app,You have received INR 1500 from Ramesh into your UPI ID collect67@upi.,,
L00332,legit,payment_app,Your OTP for transaction of INR 999 at BookMyShow is 499476. Do not share it with anyone.,otp,
L00789,legit,payment_app,You have received INR 100 from Asha into your UPI ID pay86@upi.,,
L00195,legit,govt_service,You have received INR 1500 from Rahul into your UPI ID collect15@upi.,,
L00638,legit,payment_app,Your a/c ending XXXX8704 is debited by INR 199 on 24/10/2025. Avl bal: INR 95640.,txn|balance,
L00472,legit,bank_dlt_template,Your OTP for transaction of INR 100 at BigBasket is 224896. Do not share it with anyone.,otp,
S00714,scam,synthetic,Congrats! You've won cashback INR 100. Click http://secure-pay.in/odedl3 to claim now.,phishing_link,
L00323,legit,bank_dlt_template,Your KYC for Mobile is completed successfully.,,
S00197,scam,honeypot,Bank blocked your account. Call immediate on +917858156686 and share OTP to reactivate.,,
L00267,legit,merchant_txn,Your account XXXX1318 has been credited with INR 199 by NEFT. Ref: 2BD2FMOQXH.,txn|reference,
S00544,scam,crowd_report,Bank blocked your account. Call immediate on +914268211957 and share OTP to reactivate.,,
S00804,scam,synthetic,Your UPI refund of INR 100 is pending. Enter OTP 503927 to confirm refund: http://example.com/f4gm4f,phishing_link|refund_scam|otp_request,
L00068,legit,govt_service,You have received INR 100 from Rahul into your UPI ID refund27@upi.,reference,
S00738,scam,honeypot,Install this app http://bit.ly/umqjjz to get a refund from Zomato.,phishing_link|refund_scam,
S00593,scam,synthetic,Congrats! You've won cashback INR 499. Click http://example.com/zvolnm to claim now.,phishing_link,
S00564,scam,honeypot,Your payment failed. Retry here: http://bit.ly/emybut and enter the OTP to complete.,phishing_link,
L00481,legit,bank_dlt_template,Your ECS mandate for INR 12345 with Zomato is registered. Mandate ID: 4B5UD6GKA0.,,
S00757,scam,crowd_report,Pay INR 50 as token to release your prize. Pay here: http://tinyurl.com/2nfig3,phishing_link,
S00913,scam,synthetic,Your payment failed. Retry here: http://tinyurl.com/mibef0 and enter the OTP to complete.,phishing_link,
S00441,scam,synthetic,Congrats! You've won cashback INR 199. Click http://tinyurl.com/zywxqo to claim now.,phishing_link,
S00461,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00888,legit,payment_app,Your KYC for Gas is completed successfully.,,
L00423,legit,payment_app,Your a/c ending XXXX6155 is debited by INR 199 on 2/9/2025. Avl bal: INR 96431.,txn|balance,
S00675,scam,honeypot,This is CustomerCare from Axis Bank. Send me the OTP you received to approve payment.,,
S00450,scam,news_sample,This is Support from ICICI. Send me the OTP you received to approve payment.,,
L00765,legit,bank_dlt_template,"Dear Customer, your bill of INR 999 for Electricity is due on 19/9/2025. Pay at: http://example.com/w1f20h",,
